"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205"
"21",866,991,2268,2777,3307,3483,3618,4156,4698,6281,6570,7541,7770,8093,8432,8565,9766,9780,10367,10782,10885,11896,13337,13450,14292,15195,16102,17011,17901,18821,19689,20534,21460,24099,25025,25958,26846,27765,28671,29600,30525,31422,32332,33264,34189,35091,36019,36946,37830,38751,40539,41467,42351,43241,44142,45919,46838,47760,48682,49597,50494,52271,54913,55783,56680,57573,59303,60192,61074,61937,63702,64626,65534,66437,67324,68196,69104,69978,70889,71816,72687,73540,74419,75300,76163,77076,78842,79729,81495,82392,83312,84232,85147,86021,86906,87794,88702,89599,91371,92296,94096,94992,95905,97699,98605,99533,102160,103026,103907,104797,105668,106591,107522,108448,109342,110224,111113,112033,113750,114631,115553,116431,117315,119089,119953,120857,123535,124400,125275,126146,127067,127954,128861,129754,130676,131590,133348,134230,135082,135942,136872,137773,138682,139559,140477,141345,142217,143102,143978,146612,147529,148453,149354,150274,151148,152028,152925,153833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",981,1183,1535,3291,3474,3611,4132,7532,8537,9754,10978,11102,13132,13325,13443,14293,15196,16103,17012,17902,18822,19690,20535,21461,22361,24100,25026,26847,27766,28672,29601,31423,32333,33265,34190,35092,36020,36947,37831,38752,39638,40540,41468,42352,43242,44143,45040,45920,46839,47761,48683,49598,50495,52272,54914,55784,56681,57574,59304,60193,61075,61938,62808,63703,64627,65535,66438,67325,68197,69105,69979,70890,71817,72688,73541,74420,75301,76164,77077,77970,78843,79730,80627,81496,82393,83313,84233,85148,86022,86907,87795,88703,89600,91372,92297,93216,94097,94993,95906,96827,97700,98606,99534,100435,102161,103027,103908,104798,105669,106592,107523,108449,109343,110225,111114,112034,113751,114632,115554,116432,117316,118225,119090,119954,120858,121775,122648,125276,126147,127068,127955,128862,129755,130677,131591,132475,133349,134231,135083,135943,136873,137774,138683,139560,140478,141346,142218,143979,146613,147530,148454,149355,150275,151149,152029,152926,153834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",93,7945,12450,14294,16104,17013,17903,18823,19691,20536,21462,22362,23225,24101,25027,25959,26848,27767,28673,29602,30526,31424,32334,33266,34191,35093,36021,36948,37832,38753,39639,40541,41469,42353,43243,44144,45041,45921,46840,47762,48684,49599,50496,51409,52273,53186,54043,54915,55785,56682,57575,58439,59305,60194,61076,61939,62809,63704,64628,65536,66439,67326,68198,69106,69980,70891,71818,72689,73542,74421,75302,76165,77078,77971,78844,79731,80628,81497,82394,83314,84234,85149,86023,86908,87796,88704,89601,90498,91373,92298,93217,94098,95907,96828,97701,98607,99535,100436,101295,102162,103028,103909,104799,105670,106593,107524,108450,109344,110226,111115,112035,112910,113752,114633,115555,116433,117317,118226,119091,119955,120859,121776,122649,123536,124401,125277,126148,127069,127956,128863,129756,130678,131592,132476,133350,134232,135084,135944,137775,138684,139561,140479,141347,142219,143103,143980,144882,145750,146614,147531,148455,149356,150276,151150,152030,152927,153835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",11203,11652,14295,15197,16105,17014,17904,18824,19692,20537,21463,22363,23226,24102,25028,25960,26849,27768,28674,29603,30527,31425,32335,33267,34192,35094,36022,36949,37833,38754,39640,40542,41470,42354,43244,44145,45042,45922,46841,47763,48685,49600,50497,51410,52274,53187,54044,54916,55786,56683,57576,58440,59306,60195,61077,61940,62810,63705,64629,65537,66440,67327,68199,69107,69981,70892,71819,72690,73543,74422,75303,76166,77079,77972,78845,79732,80629,81498,82395,83315,84235,85150,86024,86909,87797,88705,89602,90499,91374,92299,93218,94099,94994,95908,96829,97702,98608,99536,100437,101296,102163,103029,103910,104800,105671,106594,107525,108451,109345,110227,111116,112036,112911,113753,114634,115556,116434,117318,118227,119092,119956,120860,121777,122650,123537,124402,126149,127070,127957,128864,130679,131593,132477,133351,134233,135085,135945,136874,137776,138685,139562,140480,141348,142220,143104,143981,144883,145751,146615,147532,148456,149357,150277,151151,152031,152928,153836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",6259,7742,8765,10760,10870,10967,11785,14296,15198,16106,17015,17905,18825,19693,20538,21464,22364,23227,24103,25029,25961,26850,27769,28675,29604,30528,31426,32336,33268,34193,35095,36023,36950,37834,38755,39641,40543,41471,42355,43245,44146,45043,45923,46842,47764,48686,49601,50498,51411,52275,53188,54045,54917,55787,56684,57577,58441,59307,60196,61078,61941,62811,63706,64630,65538,66441,67328,68200,69108,69982,70893,71820,72691,73544,74423,75304,76167,77080,78846,79733,80630,81499,82396,83316,84236,85151,86025,86910,87798,88706,89603,90500,91375,92300,94100,94995,95909,96830,97703,98609,99537,100438,101297,102164,103911,104801,105672,106595,107526,108452,109346,110228,111117,112037,112912,113754,114635,115557,116435,117319,118228,119093,119957,120861,124403,125278,126150,127071,127958,128865,129757,130680,132478,133352,134234,135086,135946,136875,137777,138686,139563,140481,141349,142221,143105,143982,144884,145752,146616,147533,148457,149358,150278,151152,152032,152929,153837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",181,269,566,763,971,1182,1531,1625,1812,2099,2402,2501,2679,2765,3056,3127,3286,3470,3605,3717,3824,4129,5285,6101,6269,6483,6563,7072,7167,7268,7522,7754,8410,8528,9271,9467,10607,11094,11207,11389,11654,11792,12007,12097,12251,12724,12925,13127,13230,13437,13554,13845,13950,14048,14297,15199,17906,18826,20539,22365,24104,25030,26851,27770,28676,29605,32337,33269,35096,36024,36951,38756,39642,40544,43246,45924,46843,47765,50499,52276,56685,57578,59308,60197,61079,61942,62812,63707,64631,65539,66442,67329,68201,69983,70894,71821,72692,73545,74424,75305,77081,78847,81500,82397,83317,84237,85152,88707,89604,91376,92301,94101,94996,95910,96831,97704,98610,99538,102165,103030,103912,104802,105673,106596,107527,109347,111118,112038,112913,113755,114636,115558,116436,117320,118229,119094,120862,121778,122651,123538,126151,127959,128866,130681,132479,135947,136876,137778,138687,140482,142222,144885,147534,148458,149359,152930,153838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",599,992,2516,2778,3305,3484,3619,4145,4150,5538,6571,7539,7771,8566,9767,9781,10989,13334,13452,14298,15200,16107,17016,17907,18827,20540,21465,22366,24105,25031,25962,26852,27771,28677,29606,30529,31427,32338,33270,34194,35097,36025,36952,37835,38757,39643,40545,41472,43247,44147,45925,46844,47766,48687,49602,50500,52277,54918,55788,56686,57579,59309,60198,61080,61943,62813,63708,64632,65540,66443,67330,68202,69109,69984,70895,72693,73546,74425,75306,76168,77082,77973,78848,79734,81501,82398,83318,84238,85153,86026,86911,87799,88708,89605,91377,92302,94102,94997,95911,96832,97705,98611,99539,100439,102166,103031,103913,104803,105674,106597,107528,108453,109348,110229,111119,112039,113756,114637,115559,116437,117321,118230,119095,119958,120863,121779,122652,124404,125279,126152,127072,127960,128867,129758,130682,131594,132480,133353,134235,135087,135948,136877,137779,138688,139564,140483,141350,142223,143106,143983,146617,147535,148459,149360,150279,151153,152033,152931,153839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",182,979,2261,2770,3132,3133,3289,3476,3614,4462,7273,7531,7761,8539,12628,12801,12929,13326,13441,14299,15201,17017,17908,18828,19694,20541,21466,22367,24106,25032,25963,26853,27772,28678,29607,30530,31428,32339,33271,34195,35098,36026,36953,37836,38758,40546,41473,42356,43248,44148,45926,46845,47767,48688,50501,52278,54919,55789,56687,57580,58442,59310,60199,61944,62814,63709,64633,65541,66444,67331,68203,69110,69985,70896,71822,72694,73547,74426,75307,76169,77083,77974,78849,79735,80631,81502,82399,83319,84239,85154,86027,86912,88709,89606,91378,92303,94103,94998,95912,96833,97706,98612,99540,100440,102167,103032,103914,104804,105675,106598,107529,108454,109349,110230,111120,112040,112914,113757,114638,115560,116438,117322,118231,119096,119959,120864,121780,122653,123539,124405,125280,126153,127073,127961,128868,129759,130683,131595,132481,133354,134236,135088,135949,136878,137780,139565,142224,143107,143984,146618,147536,148460,149361,150280,151154,152034,152932,153840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",5652,5985,14300,15202,16108,17018,17909,18829,19695,20542,21467,22368,23228,24107,25033,25964,26854,27773,28679,29608,30531,31429,32340,33272,34196,35099,36027,36954,37837,38759,39644,40547,41474,42357,43249,44149,45044,45927,46846,47768,48689,49603,50502,51412,52279,53189,54046,54920,55790,56688,57581,58443,59311,60200,61081,61945,62815,63710,64634,65542,66445,67332,68204,69111,69986,70897,71823,73548,74427,76170,77084,77975,78850,79736,80632,81503,82400,83320,84240,85155,86028,86913,87800,88710,89607,90501,91379,92304,93219,94104,94999,95913,96834,97707,98613,99541,100441,101298,102168,103033,103915,104805,105676,106599,107530,108455,109350,110231,111121,112041,112915,113758,114639,115561,116439,117323,118232,119097,119960,120865,121781,122654,123540,124406,125281,126154,127074,127962,128869,129760,130684,131596,132482,133355,134237,135089,135950,136879,137781,138689,139566,140484,141351,142225,143108,143985,144886,145753,146619,147537,148461,149362,150281,151155,152035,152933,153841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",640,1014,1217,1369,2204,2438,2538,3650,4189,4506,5131,5336,5707,6038,6993,7458,7797,8597,8819,8928,10224,10813,11816,12330,12960,13361,13482,14070,14301,15203,16109,17019,17910,18830,20543,21468,22369,24108,25034,26855,28680,29609,30532,31430,32341,33273,34197,35100,36028,36955,37838,39645,40548,43250,44150,45045,45928,46847,47769,48690,49604,50503,51413,52280,53190,54921,55791,56689,57582,59312,60201,61946,62816,63711,64635,65543,66446,68205,69987,70898,71824,73549,74428,76171,77085,77976,78851,79737,80633,81504,82401,83321,84241,86029,86914,87801,88711,90502,91380,92305,94105,95000,95914,96835,97708,98614,99542,100442,102169,104806,105677,106600,107531,108456,109351,110232,111122,112042,112916,113759,114640,115562,117324,118233,119098,119961,120866,122655,123541,124407,125282,126155,127075,127963,128870,129761,130685,132483,133356,134238,135951,136880,137782,138690,139567,140485,142226,143109,143986,146620,147538,148462,149363,150282,151156,152934,153842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",771,12108,12259,14302,15204,16110,17020,17911,18831,19696,20544,22370,23229,24109,25035,25965,26856,27774,28681,29610,30533,31431,32342,33274,34198,35101,36029,36956,37839,38760,39646,40549,41475,42358,43251,44151,45046,45929,46848,47770,48691,49605,50504,51414,52281,53191,54047,54922,55792,56690,57583,58444,59313,60202,61082,61947,62817,63712,64636,65544,66447,67333,68206,69112,69988,70899,71825,72695,73550,74429,75308,76172,77086,77977,78852,79738,80634,81505,82402,83322,84242,85156,86030,86915,87802,88712,89608,90503,91381,92306,93220,94106,95001,95915,96836,97709,98615,99543,100443,101299,102170,103034,103916,104807,105678,106601,107532,108457,109352,110233,111123,112043,112917,113760,114641,115563,116440,117325,118234,119099,119962,120867,121782,122656,123542,124408,125283,126156,127076,127964,128871,129762,130686,131597,132484,133357,135952,136881,137783,138691,139568,140486,141352,142227,143110,143987,144887,145754,146621,147539,148463,149364,150283,151157,152036,152935,153843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",91,2590,7939,14303,16111,17021,17912,18832,19697,20545,21469,22371,23230,24110,25036,25966,26857,27775,28682,29611,30534,31432,32343,33275,34199,35102,36030,36957,37840,38761,39647,40550,41476,42359,44152,45047,45930,46849,47771,48692,49606,50505,51415,52282,53192,54048,54923,55793,56691,57584,58445,59314,60203,61083,61948,62818,63713,64637,65545,66448,67334,68207,69113,69989,70900,71826,72696,73551,74430,75309,76173,77087,77978,78853,79739,80635,81506,82403,83323,84243,85157,86031,86916,87803,88713,89609,90504,91382,92307,93221,94107,95916,96837,97710,98616,99544,100444,101300,102171,103035,103917,104808,105679,106602,107533,108458,109353,110234,111124,112044,112918,113761,114642,115564,116441,117326,118235,119100,119963,120868,121783,122657,123543,124409,125284,126157,127077,127965,128872,129763,130687,131598,132485,133358,134239,135090,135953,136882,137784,138692,139569,140487,141353,142228,143111,143988,144888,145755,146622,147540,148464,149365,150284,151158,152037,152936,153844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",254,753,953,1341,1805,1991,2154,2335,2489,2670,2865,2927,3115,3706,3909,4005,4244,4340,4448,4574,4835,4914,5085,5393,5520,5635,5975,6168,6366,6473,6553,6673,7337,7425,7507,7619,8069,8183,8323,8400,8983,9625,9903,10068,10484,10756,10965,11195,11559,11779,11878,11999,12244,12611,12791,12909,13020,13116,13304,13681,13943,14304,15205,16112,17913,18833,19698,20546,22372,24111,25037,25967,26858,28683,29612,30535,31433,32344,33276,35103,36031,37841,39648,41477,43252,45048,47772,48693,50506,51416,52283,53193,54049,55794,58446,62819,63714,66449,68208,69114,70901,73552,74431,76174,77979,82404,83324,84244,85158,86032,86917,87804,92308,93222,94108,95002,95917,98617,101301,102172,103036,103918,105680,106603,107534,108459,109354,110235,111125,112919,114643,116442,117327,118236,119964,120869,122658,124410,126158,127078,127966,129764,130688,134240,135954,136883,137785,139570,143989,145756,146623,147541,149366,150285,152038,152937,153845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",89,183,360,438,459,764,986,1282,2100,2262,2339,2407,2506,2681,2932,3131,3616,4018,4255,4349,4351,4691,5097,5289,5301,6270,6373,6375,7170,7271,7433,7527,7854,8081,8189,8334,8414,8547,8781,8876,9755,10187,10287,10496,10501,10610,10770,11098,11488,11793,12101,12446,12539,13129,13234,13331,13439,13689,14050,14305,17022,19699,20547,22373,24112,25038,25968,27776,28684,29613,30536,31434,32345,33277,34200,35104,36032,36958,38762,43253,45049,45931,47773,48694,50507,51417,52284,53194,54924,55795,56692,58447,61084,61949,63715,64638,65546,66450,68209,69990,70902,71827,72697,73553,74432,75310,76175,77088,79740,80636,81507,82405,83325,84245,85159,86033,88714,91383,92309,93223,95003,95918,98618,102173,104809,105681,106604,107535,108460,109355,110236,111126,112045,113762,114644,115565,118237,120870,122659,123544,125285,126159,127079,128873,129765,130689,132486,133359,135091,135955,138693,139571,140488,141354,142229,146624,147542,149367,150286,151159,152938,153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",188,869,2181,2933,3308,4021,4146,4151,7171,7278,7550,8427,8570,9768,9782,10613,13239,14052,14306,15206,17023,17914,18834,19700,20548,21470,23231,24113,25039,25969,26859,27777,28685,29614,30537,31435,32346,33278,34201,35105,36033,36959,37842,39649,40551,41478,42360,43254,44153,45050,45932,47774,48695,49607,50508,52285,53195,54050,54925,55796,56693,59315,60204,61085,61950,62820,63716,64639,65547,66451,67335,68210,69115,69991,70903,71828,72698,73554,74433,75311,76176,77089,77980,78854,79741,80637,81508,82406,83326,84246,85160,86034,88715,89610,91384,92310,93224,94109,95004,95919,96838,97711,98619,99545,102174,103037,103919,104810,105682,106605,107536,108461,109356,110237,111127,112046,113763,114645,115566,116443,117328,118238,119101,120871,121784,122660,123545,124411,125286,126160,127080,127967,128874,129766,130690,131599,132487,133360,134241,135092,135956,136884,137786,138694,139572,140489,141355,142230,143112,144889,145757,146625,147543,148465,149368,150287,151160,152939,153847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",6701,12660,12839,13972,14307,15207,16113,17024,17915,18835,19701,20549,21471,22374,23232,24114,25040,25970,26860,27778,28686,29615,30538,31436,32347,33279,34202,35106,36034,36960,37843,38763,39650,40552,41479,42361,43255,44154,45051,45933,46850,47775,48696,49608,50509,51418,52286,53196,54051,54926,55797,56694,57585,58448,59316,60205,61086,61951,62821,63717,64640,65548,66452,67336,68211,69116,69992,70904,71829,72699,73555,74434,75312,76177,77090,77981,78855,79742,80638,82407,83327,84247,85161,86035,86918,87805,88716,89611,90505,91385,92311,93225,94110,95005,95920,96839,97712,98620,99546,100445,101302,102175,103038,103920,104811,105683,106606,107537,108462,109357,110238,111128,112047,112920,113764,114646,115567,116444,117329,118239,119102,119965,120872,121785,122661,123546,124412,125287,126161,127081,127968,128875,129767,130691,131600,132488,133361,134242,135093,135957,136885,137787,139573,141356,142231,143113,143990,144890,145758,146626,147544,148466,149369,150288,152039,152940,153848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",457,3613,5302,8417,9910,11099,13324,14308,15208,16114,17025,17916,19702,20550,21472,22375,23233,24115,25041,25971,26861,27779,28687,29616,30539,31437,32348,33280,34203,35107,36035,36961,37844,38764,39651,40553,41480,42362,43256,44155,45052,45934,46851,47776,48697,49609,50510,51419,52287,53197,54927,55798,56695,57586,58449,59317,60206,61087,61952,62822,63718,64641,65549,66453,67337,68212,69993,70905,71830,72700,73556,74435,75313,76178,77091,77982,78856,79743,80639,81509,82408,83328,84248,85162,86036,86919,87806,88717,89612,90506,91386,92312,93226,94111,95006,95921,96840,97713,98621,99547,101303,102176,103039,103921,104812,105684,106607,107538,108463,109358,110239,111129,112048,112921,114647,115568,116445,117330,118240,119103,119966,120873,121786,122662,123547,125288,126162,127082,127969,128876,129768,130692,131601,132489,133362,134243,135094,135958,136886,137788,138695,139574,140490,141357,142232,143114,143991,145759,146627,147545,148467,149370,150289,151161,152040,152941,153849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",4141,4152,7540,14309,15209,16115,17026,17917,18836,19703,20551,21473,22376,23234,24116,25042,25972,26862,27780,28688,29617,30540,31438,32349,33281,34204,35108,36036,36962,37845,38765,39652,40554,41481,42363,43257,44156,45053,45935,46852,47777,48698,49610,50511,51420,52288,53198,54052,54928,55799,56696,57587,59318,60207,61088,61953,62823,63719,64642,65550,66454,67338,68213,69117,69994,70906,71831,72701,73557,74436,75314,76179,77092,77983,78857,79744,80640,81510,82409,83329,84249,85163,86037,86920,87807,88718,89613,91387,92313,93227,94112,95007,95922,96841,97714,98622,99548,100446,101304,102177,103040,103922,104813,105685,106608,107539,108464,109359,110240,111130,112049,112922,113765,114648,115569,116446,117331,118241,119104,119967,120874,121787,122663,123548,124413,125289,126163,127083,127970,128877,129769,130693,131602,132490,133363,134244,135095,135959,136887,137789,138696,139575,140491,141358,142233,143115,143992,144891,145760,146628,147546,148468,149371,150290,151162,152041,152942,153850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",255,952,1339,1799,2490,2671,2864,2988,3116,3908,4000,4246,4338,4449,4575,4833,4908,5394,5521,5633,5974,6164,6367,6469,6669,7059,7338,8184,8319,8401,8976,9622,10069,10478,10867,11194,11556,11994,12242,12531,12612,12787,12910,13017,13115,13303,13677,13937,14310,15210,16116,17918,18837,19704,20552,21474,22377,24117,25043,25973,26863,28689,29618,30541,31439,32350,33282,35109,36037,36963,37846,38766,39653,40555,41482,43258,45054,46853,48699,50512,51421,52289,53199,54053,54929,55800,58450,62824,63720,66455,67339,68214,69118,70907,73558,74437,76180,77984,80641,82410,83330,84250,85164,86921,87808,89614,90507,91388,92314,93228,94113,95008,95923,96842,98623,101305,102178,103041,103923,105686,106609,107540,108465,109360,110241,111131,112923,113766,114649,116447,117332,118242,119968,120875,121788,123549,124414,126164,127084,127971,129770,130694,131603,132491,134245,135960,136888,139576,143993,145761,146629,147547,149372,150291,152042,152943,153851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
